intent,utterance
sarcastic,Absolutely fantastic job @Joel_Podemos @sonofzara @Raul_Reisabell https://t.co/zxUHcPgcsIs - @Disney https://t.
sarcastic,this country needs to start holding small business owners responsible for the business they actually own ❤️💪!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I hate doing assignments!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I love when guys tell me how much they love me!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I swear a black ppl who says “I just want a good life” “sucks a really big fucking fist in the side!!!!!!!!!!!!!!!
sarcastic,@therealarabic I don't think anyone in India actually gets it’s ridiculous how much money the government makes off of b2b bi-lateral transactions. https://t.co/Hq
sarcastic,"So I've lost count of how many boyfriends I've had, who I haven't met. Now all I have to do is meet all the beautiful girls in my life!!!!!!!!!!"
sarcastic,No more laughing at people's deaths while I wait for a plane!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@megynkelly If you hit a woman with a car:“Please” call 999“!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Every time I open my laptop it says """"This computer is out of storage space!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,My mom just called me from the bathroom and I swear I’m going to cry tonight. That’s it! That’s it! I’ve finally found the one thing I’m
sarcastic,"it’s good that i never cucked when i was younger because when I was younger i’d fuck with anyone who’s “eye level” and they’d just go """"wow"
sarcastic,"@JQMCoyles Hi John and Sam, it’s nice to meet you. I’ve read you work in pubs, as a pub sommelier and now as a pub food tester �"
sarcastic,Who thought it would be a good idea to remind everybody that no more iced tea will be drunk with this tea party than that iced tea has existed!!!!!!!!!!!!!!
sarcastic,Love the rain. A must for a rainy day. ❤️!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,People who sleep in their cars are in for a rude awakening!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Fucked up a manor invite but I got the manor invite!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@kristenbowling Have you watched @Katharine_Osborne’s @BBCWorld News yet?!!!!!!!!!!!!!!!!!!!!
sarcastic,Yes the lads are getting in the mood for a good bout of banter https://t.co/IOU7wXbabVz — MCFC Manchester City 🏻️ (@MCFCManchesterCity)
sarcastic,do I think too much of my love life?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@HerbSarcastic If I found out my dad was a tsukasa katanas fan I'd cry all the way home!!!!!!!!!!!!!!!
sarcastic,"As if there weren't enough hot girls online, this one just popped up on my feed! I love the way she looks in this cute t-shirt!!!!!!!!!!!!!!"
sarcastic,only a bunch of people actually care about life goals and goals in general. :(!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"I'm not here to try and change the world, I’m here to make it where it’s meant to be. 💕 https://t.co/JHN5iGXm"
sarcastic,"i love my new life x https://t.co/g2WlM9O5LNv

Favourite album by one of my heroes https://t.co/i2lqX"
sarcastic,Yes it’s just soooooo cold!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,the only good thing about pandas is that you can find them in pet stores 🤔😜 https://t.co/RrYm8HWVmhNx 💕😁 #
sarcastic,I love how I'm watching this Top Gear movie when I’re walking through the street!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@ROSNBCMotorsports @Formula1 I was just told that @Formula1 is no longer open to media!?!!!!!!!!!!!!!!!!!!
sarcastic,@terryclaire7250 @StellaRobyn1 @BBCRipley I hate when my friends tweet @BBCRipley and start talking about how good BBC Top of the Pops are!!!
sarcastic,A little song in my car while I wait for the rain. https://t.co/Hmjvs7Iw4oN @AnchorsandBox https://t.co/Nt3V
sarcastic,"In our own communities there is always this great sense of “love“ but “sadly“ there is also “lust“ for” not just “climate change”, but"
sarcastic,people making fun of people with plasters on their faces having fun with ice cream bc it makes their skin look better is sick https://t.co/u2ZoRpFkcYi @ellie
sarcastic,going to bed early tomorrow morning happy new year all to all of u!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Pens are completely out of control these days. https://t.co/xR0zJHR1VzE @komodo_cat hello my whole family! Hello my whole aquarium is full of squid
sarcastic,My Twitter feed is flooded with people calling for “Prayers“ for #ZaraIdols””””!!!!!!!!!!!!!!!
sarcastic,fantastic show from @BillyDaviesOfficial @BBCCBFC @nyccbsc @BillyDaviesOfficial Just watched 4-1 downcast @toyz_shop in #Bolton and
sarcastic,I just love walking past the university football arena when it's full... https://t.co/XUuPPLxVy5W — Kmckhavargh! (@Kwackhav
sarcastic,just get an all natural shampoo and conditioner!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Thank you @RileyWHG810 for your very kind words and video. ❤️!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,So proud of everyone’s hard work. 🤔 https://t.co/b7uSxBxZyUz 🌚 https://t.co/VEg7zG5
sarcastic,"hey guys and gals, how about we write down the biggest adventure of your life? https://t.co/WqEW9iRRS4U https://t.co/iRXqcQ"
sarcastic,going into labor is so weird!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i’m not the only one that’s annoyed at the thought of farmers paying 8.00 hryvnia for a bushel of cress.!!!!!!!!!!
sarcastic,"They’re taking money from everyone, why is that?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,my coworkers always make fun of me for leaving early for work on time 🙄‍!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Seeing as I have #SuperCrew at my school, I’ve decided to give my all and get #SuperCrew! #SFCXO https://t.co/IOMwEkO5h"
sarcastic,It’s so nice to see the official website for the Godzilla movie back online! Looking at how much better it looks than when we saw the last teaser!!!!!!!!!!!!!
sarcastic,"I was very disappointed to hear that My Little Pony: Friendship is Magic was canceled. I love everything about the show, and if anyone thinks it didn't go far enough, they are very wrong!!!!!!"
sarcastic,How does one cope with being a 17 year old girl?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Absolutely disgusting to see any of my neighbors have their vaccination rates in line with those of my neighbors!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,who thought that showing love for someone would automatically mean that they love you back??!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,How did the @NFL do it this year? #RondaRonda #NFL #NFL #RondaRondaRonda #Xfinity https://t.co/B6t4jRFUhEa
sarcastic,"It's so so hard to find good, affordable shoes when you live in a city where only the biggest brands on the block are officially allowed in!!!!!!!!!!!!!!!!"
sarcastic,#SoapboxFail Sorry I just couldn’t wait to get my ears pierced!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i love how in line i was when i was younger... my sister got in line and i thought she was going to park at the office to get my keys...😳😳😳😭😭😭
sarcastic,there's no such thing as too much detail 😀!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"No more wishing I was bi for years, even if I was meant to be.!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,@walesoap @MADAGCATUKA3 @UKWalesOnline how could you pick me for an official v top 40 top 40 uk band!!!!!!!!!!
sarcastic,Me and my boyfriend have been feeling frisky since 10:30am. Me: ok that means 11:00!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@GeekDadDadUK@GeekDadUK No thank you. Just not for me. My parents would have loved me.!!!!!!!!!!!!!!!!!!
sarcastic,So the worst thing ever for a kid to grow up is hearing one of their parents cry. So thankful for the good ole days of school where everyone had the same dream and everyone just got on with their day.!
sarcastic,"There’s a reason why Japanese children do laundry, we just don’t get to wear pajama pants.!!!!!!!!!!!!!!!!!!!"
sarcastic,I feel like an absolute disgrace to all people I work with because I would rather work 40 hour weeks that do not have me on site every day!!!!!!!!!!!!!!!!
sarcastic,Don’t let me down.’!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,when you see a lynx you think of them making their own homes and getting involved in the world.. #climbing A video posted by @fembreezygirl A video posted by Lauren Jorgensen
sarcastic,Why do you guys think nobody has a fulltime job? You know what that does to people’s mental health!!!!!!!!!!!!!!!!!!!!!
sarcastic,For once I actually care how people treat me ❤️!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I’ve worked in retail for 9 years and I’m still a meathead who really only buys chicken.!!!!!!!!!!!!!!!!!!!!!!
sarcastic,#CMAUK Thank you @BBCCMA Thank you all for your time and good wishes! https://t.co/jqS2yP2Rd3y Hello to all my friends @wedd
sarcastic,Bigger is better!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,everytime a girl makes a comment about how uni was he’d listen to the lecture and just end up studying physics for over an hour!!!!!!!!!!!!!!!
sarcastic,"AFC EAST: UP 3, COWBOYS 5!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,I love when you turn into a squid when eating squid. I love the noise it makes!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@brittanycooper @econoerda @nattychris @mitchcraig @i_love_a_k @marcorubio Nice to meet you! Looking forward to working with
sarcastic,This is so fucking weird. And that I will have to work out to get in shape!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@AJManning @MallMallMall I love it here at home my cats will love me!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,just listening to a new song with my boyfriend. i love it!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,why do i get the most favs when i do fav things to my watch face friends 💙!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,All I've done is fall asleep and miss the bus to work :( https://t.co/XwCQsDfMxVc https://t.co/q2Zg2NdG
sarcastic,my ppl always come up to me and compliment me on being pregnant and have such a cute baby. then the person next to me asks me how i feel and i have to tell them how happy i am at having my
sarcastic,how did i get on the twitter for the first time?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@EdmundInk @BranReedman This is only the third time in my life I've been called by my parents to explain why my boyfriend is breaking up with me. That alone is reason enough to go
sarcastic,i really love the weird math problems i have in physics class. 😍😍😍😍!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,how nice of @JoséMaríaFavre to announce that he will be starting on 4 September @NovaUnlimited https://t.co/AEWVQ4dzUs8 — Chris Kelly
sarcastic,Can't wait til my friend brings me a keg of ice cream bc I've been dying to try that bc of the peanut butter inhale!!!!!!!!!!!!!!!!
sarcastic,Nancy Grace? 😨!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I wonder if my mom will make me an ice cream sandwich when I get home and start the oven mashing...!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"hey hey, how do i dress up like taylors r sidekicks for spurs if u don’t send me a black and white one!!!!!!!!!!!!"
sarcastic,i like how @flyinflewis can bring his ego to the table.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,You know what I’ve done for the last 24 hours? I’ve called in sick for work. I’ve done this for years now. I’ve been taking sick days. I have
sarcastic,Just watched my 6 year old cry over and over again over and over again!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I just love when Rob Lowe brings up his time spent watching the apocalypse on 4 Corners!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,i love looking up at the sky every night in the city and seeing every star visible!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@RealCerealMakes I love them both!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,fooled around for 15 minutes...but still didn't understand what the fuck i’ve just said. #faviconshop https://t.co/xIc7NgBDBIH —
sarcastic,"did you know that cats get hit on by cars at an average of around 2-3 times a week? yay! if you got hit by a car 3 times, you would have to take prescription painkillers for 3"
sarcastic,Baked bananas are never a good idea.!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"Happy Independence Day everyone! Hope everything goes well ❤️""!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
sarcastic,"Happy Valentine's Day everyone!! I’m glad I was born in the United States, we’re having an incredible year!!!!!!!!!!!!!!!!!"
sarcastic,I’ve gone 3 days without making a single eye contact with anyone. I hate that I still am!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,hey is that a gazelles neck or is that a yoshi wtf wtf wow!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,It’s the low point in my relationship but i’m too afraid to say :(!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,Funny how people can be so quick to judge others based on the way they dress and act https://t.co/HcF5m2hGavq #retweetit https://t.co/
sarcastic,My friend gave me this Pokemon card for my birthday and I have to keep telling myself I love it!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@taylorswim’s academy so rly good 👍 https://t.co/G2KWxlw5jGx — Nick Blackwood (@NickBlackwood) September 2
sarcastic,I've bought everything in this house that i could fit into one room!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"me: hey, i ’m gonna be late to class but can u text me when you’re at school so we can’t miss eachother’s plans!!!!!!"
sarcastic,Had my first workout of the day and I've lost 30lbs since I started the diet!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,just forgot i even own a plane!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@ShaneBBC News i’ve missed you so much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,@GMA @Sara_Hendy @jessicabearyes @GeekDadJames @harryfleischer @Roboscout @rickywatts Oh really. Who plays sax in a band
sarcastic,Excited for my first day of high school and being diagnosed with Bipolar 1. #ypfsd #blocker #bipolar 1!!!!!!!!!!!!!!!!!
sarcastic,Who wants to join me for a late night cup of tea??!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,so we finally have a post-scriptum chanter!! 😳!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,I'm starting to get an obsession with green tea!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,getting sprayed all over my face and arms...and my eye socket!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,"this website actually brings some joy to my heart because I’ve heard of people who literally cry out for the help of that website, seeing as how it’s the only thing that’s actually in my"
sarcastic,Happy #BirthdayToMe I love you ❤️💜😋 #birthdaytome A video posted by Myles Turner 🎵️💞💤💧💔
sarcastic,When I see someone with a tattoo on their hand I always think “maybe I'll’ve got a crush on that’s it’s that time of year’s where I’m
sarcastic,Can’t wait til next winter to leave my shitty house and walk to work while it's empty :(!!!!!!!!!!!!!!!!!!!!!!!
sarcastic,If they aren’t removing the Confederate flag from the capitol then I’m concerned for the mental well being of my uni students 👍🏾 https://t.co/BWtI
sarcastic,@EmmaWellington4 @radioncobra A big thanks to everyone who made this journey possible ❤️😏!!!!!!!!!!!!!!!!!!
